id_almacen,id_publicidad,fecha_brindada,presupuesto,solicitud
1,557,2022-08-23,14717.73,Space physical happy apply.
1,558,2023-03-31,45098.74,Hope party cold serious.
1,559,2021-11-30,38555.13,Arm start loss.
1,560,2022-12-20,12549.56,Realize magazine he seem.
1,561,2022-05-20,35173.34,Middle help simply stuff.
1,562,2022-03-07,16244.99,Fact recent sing fight.
1,563,2022-09-22,43551.61,On among detail.
1,564,2023-02-07,8756.65,Public cover begin.
1,565,2022-09-19,5226.77,Design a affect seem various.
1,566,2022-09-13,6998.74,Friend wish gun politics.
1,567,2024-03-14,39883.6,Middle thus rock truth kind.
1,568,2022-06-30,34877.47,State public other ground.
1,569,2023-04-30,23820.76,Power along consider charge.
1,570,2022-09-08,35852.15,Cell these organization.
1,571,2021-09-13,48314.43,Cover order couple.
1,572,2022-07-29,9572.59,Government try painting.
1,573,2022-04-02,15405.17,Citizen some sing late total.
1,574,2023-12-07,30929.37,Who beat chair key final.
1,575,2022-10-16,9138.73,Manage billion rule defense.
1,576,2021-08-12,29365.35,Congress material play on.
1,577,2023-05-25,41664.9,Theory wait door.
1,578,2024-03-31,39156.04,About before like.
1,579,2022-05-03,45289.57,Teach name improve chance.
1,580,2024-03-28,27602.53,Ahead country tree program.
1,581,2022-09-02,24335.21,Beyond fight whatever admit.
1,582,2022-06-29,36517.76,Spring these front offer.
1,583,2022-01-13,1422.32,All professor court card.
1,584,2024-01-20,29342.4,Key dark player number.
1,585,2023-10-31,19279.47,Article also big imagine.
1,586,2022-06-01,49327.95,Study with business billion.
1,587,2022-02-13,11785.3,Cost concern push onto.
1,588,2022-09-08,32771.47,Four wind form through.
1,589,2022-05-16,25658.41,Area behind star behavior.
1,590,2022-07-17,10379.11,Lot somebody force all.
1,591,2021-09-27,43053.87,Your beat nothing week.
1,592,2021-09-22,40208.1,Start energy remember around.
1,593,2022-03-19,33573.25,Year truth wall approach.
1,594,2023-04-13,11868.08,Firm need impact carry order.
1,595,2021-06-13,40072.44,Usually machine exactly any.
1,596,2022-06-16,49576.4,As pattern skill story allow.
1,597,2022-10-05,43074.54,Unit country off four manage.
1,598,2022-07-16,29262.37,More physical which thing.
1,599,2024-02-05,31359.02,Beat method rock.
1,600,2024-04-06,20328.11,Lead hair use reach.
1,601,2021-05-05,28017.75,Rather impact social.
1,602,2021-12-01,15176.16,Rule respond sense white.
1,603,2021-10-31,16438.44,Light develop area key five.
1,604,2021-11-28,37283.05,Bring year very position.
1,605,2023-09-15,41633.73,Face from trial sound.
1,606,2022-12-25,49032.27,Religious leg suffer church.
1,607,2023-03-22,22082.38,New sister war teach list.
1,608,2021-07-14,10213.58,Significant very nearly new.
1,609,2023-08-24,24501.78,Fast bank whatever expect.
1,610,2022-05-14,33783.1,Kid experience yes.
1,611,2022-03-25,15557.57,Accept field language human.
1,612,2022-02-09,17983.7,Game door seven term.
1,613,2022-06-27,10306.97,Few even success sure.
1,614,2023-07-16,23460.67,Design scene dinner.
1,615,2021-09-18,30293.96,Camera drop black mind.
1,616,2022-04-13,6363.82,Government college camera.
1,617,2023-08-14,1602.93,Those authority let nature.
1,618,2021-09-19,21524.69,Day reduce place item rock.
1,619,2024-01-23,10888.06,Late offer company old.
1,620,2022-03-01,38183.18,Play wrong summer with.
1,621,2022-08-18,41013.85,Mrs peace what play.
1,622,2022-08-22,23547.23,Card health want worry.
1,623,2021-10-04,44522.14,Eight federal fight way.
1,624,2021-07-21,14139.38,Assume run wonder situation.
1,625,2024-01-08,20067.13,Maintain sign keep blood.
1,626,2022-05-19,25988.28,Anyone eat reflect thing air.
1,627,2021-08-02,47060.8,Buy than actually role stop.
1,628,2023-04-26,36975.55,Once impact candidate.
1,629,2021-09-28,21235.52,Or always walk opportunity.
1,630,2023-02-04,10219.57,Another true hot report.
1,631,2023-08-19,29019.46,Know teacher possible hold.
1,632,2023-01-29,45964.54,Data unit personal.
1,633,2021-09-19,22952.17,Beautiful goal morning act.
1,634,2021-07-01,34371.97,Job change would who growth.
1,635,2023-09-17,6357.86,Member professor down leg.
1,636,2022-08-13,23363.66,Agree hundred require floor.
1,637,2023-07-08,21103.56,Ago certainly item.
1,638,2022-05-17,44512.62,Simple choice stay couple.
1,639,2023-10-08,39190.99,Paper eat end response.
1,640,2023-04-05,44342.03,This per send much economic.
1,641,2022-06-22,17980.82,A already mention discuss.
1,642,2023-12-04,36004.82,Night police almost.
1,643,2023-10-08,22278.81,Fast but know.
1,644,2023-05-30,49718.08,On old song order can blue.
1,645,2021-12-12,19815.49,Very father improve already.
1,646,2022-08-01,12561.0,Real middle in.
1,647,2021-11-30,5207.44,Want off keep region sure.
1,648,2023-06-12,4995.08,Type wear hot write.
1,649,2023-10-20,35648.94,Follow consumer at style nor.
1,650,2023-08-15,46252.96,People according hot kitchen.
1,651,2021-04-16,14443.32,Career court sell mother.
1,652,2021-07-06,7859.28,Force soldier kind out.
1,653,2024-04-08,28447.53,Build major hope want but.
1,654,2023-09-24,1479.32,Agency agent nothing then.
1,655,2021-05-10,22292.45,Job dark seat true.
1,656,2023-01-11,28587.62,Whose end if.
1,657,2023-12-29,28253.43,Civil lot animal road.
1,658,2023-06-28,26509.53,Someone section safe.
1,659,2023-10-05,11678.02,Day girl tax but think local.
1,660,2023-07-23,40319.88,Wife image play involve.
1,661,2023-12-26,31724.19,After example live.
1,662,2021-08-06,34598.92,Message look true left.
1,663,2023-09-24,24104.15,Identify probably in trial.
1,664,2024-04-05,28953.52,Event learn evening run.
1,665,2022-05-19,11929.3,Adult man generation manager.
1,666,2022-09-13,20775.26,Often night everyone office.
1,667,2023-09-27,48399.84,Stage research boy share for.
1,668,2023-06-06,39765.08,Worker rise prepare piece.
1,669,2021-11-13,27046.11,Director daughter once.
1,670,2023-04-29,41617.62,Raise well order light.
1,671,2023-03-04,22372.58,After save suddenly hold.
1,672,2021-07-28,33383.62,Often little common.
1,673,2023-06-04,20642.16,Good quality pick.
1,674,2021-10-27,38615.63,Weight piece a standard.
1,675,2021-08-07,47752.14,Take surface present hotel.
1,676,2022-09-26,39221.75,Have nor determine.
1,677,2023-01-24,29072.28,Green for arrive what.
1,678,2021-09-28,6002.45,Whatever per short reflect.
1,679,2023-11-17,10147.58,Team PM floor eye day.
1,680,2023-03-30,35468.59,Left then public evening a.
1,681,2023-10-12,9810.57,Drop run summer.
1,682,2021-06-13,27828.02,Cover public trial try.
1,683,2024-03-21,4696.53,By go yet effort.
1,684,2022-05-23,27720.14,His note her Mrs nation.
1,685,2022-11-21,16067.24,Mr trade reduce it indicate.
1,686,2023-04-29,4928.98,Article who we.
1,687,2023-07-02,45670.75,Participant data at letter.
1,688,2021-05-29,22797.71,Head man whose.
1,689,2023-09-26,46823.82,Oil society serious improve.
1,690,2023-04-02,34536.58,Recognize site benefit.
1,691,2022-04-20,26440.54,Very yourself tough.
1,692,2024-01-05,46982.93,Strategy Democrat rather.
1,693,2023-07-10,44805.46,Enter thing key.
1,694,2021-05-31,46117.93,Research hour front any.
1,695,2021-04-17,49503.77,End whom force simply leader.
1,696,2021-07-07,4072.36,Than sign throw main air.
1,697,2023-10-25,34618.19,He maintain attention car be.
1,698,2022-11-04,17759.07,Power matter arm sister.
1,699,2022-03-04,31671.46,Agree lawyer take bit.
1,700,2021-08-18,36056.63,Summer only star town.
